"ROW_NO","WAGES","EDUCATION","AGE","SEX","LANGUAGE"
"4536","17.0699996948242","12","51","Male","French"
"4537",,"8","69","Female","Other"
"4538",,"20","66","Male","English"
"4539","10.2299995422363","12","43","Male","French"
"4540",,"14.5","57","Female","Other"
"4541",,"7","71","Male","Other"
"4542",,"8","73","Male","English"
"4543","30.7199993133545","12","30","Male","English"
"4544","6.8600001335144","12","18","Male","English"
"4545","16.1399993896484","12","26","Male","English"
"4546","23.0699996948242","17","44","Female","English"
"4547",,"12","56","Male","English"
"4548","14","15","43","Female","English"
"4549",,"12.5","42","Female","English"
"4550",,"9","16","Male","English"
"4551",,"12","37","Female","English"
"4552","28.0599994659424","13.5","38","Male","English"
"4553",,"9","33","Female","English"
"4554","14.1499996185303","12","25","Male","English"
"4555","42.5","11","35","Female","English"
"4556","6.30999994277954","14","19","Male","English"
"4557","16.7999992370605","14.5","37","Male","English"
"4558",,"12","29","Male","English"
"4559",,"10","16","Male","English"
"4560","6.82000017166138","16","29","Female","English"
"4561",,"11.1000003814697","42","Female","English"
"4562","25.4400005340576","14.5","56","Male","Other"
"4563",,"10.5","36","Female","English"
"4564",,"8","67","Male","Other"
"4565",,"13","38","Female","English"
"4566","26.1100006103516","17","39","Female","English"
"4567","11",,"27","Male","NA"
"4568",,"11","57","Female","English"
"4569","5.26999998092651","17","22","Female","Other"
"4570",,"11","33","Female","English"
"4571",,"10","59","Female","Other"
"4572",,"12","39","Male","English"
"4573","23.1599998474121","14","32","Female","English"
"4574","14","10.5","26","Female","English"
"4575","18","16.1000003814697","46","Male","Other"
"4576",,"13","69","Female","English"
"4577","18","18.2000007629395","28","Female","English"
"4578","9.03999996185303","14","51","Female","Other"
"4579","5.76999998092651","14.3000001907349","19","Female","English"
"4580",,"12","42","Female","English"
"4581","23","17","64","Female","French"
"4582","26.3999996185303","19","30","Female","English"
"4583","9.5","12","33","Male","Other"
"4584",,"12","19","Male","English"
"4585","30.6900005340576","14","56","Female","English"
"4586","22.3299999237061","11.3000001907349","30","Male","English"
"4587",,"8","82","Female","Other"
"4588","18.4599990844727","12","31","Male","English"
"4589",,"18","80","Female","English"
"4590","25.7999992370605","10","37","Male","English"
"4591","19.6200008392334","12.5","36","Female","English"
"4592",,"15","69","Female","English"
"4593","6.75","12","23","Male","English"
"4594",,"11","17","Female","English"
"4595",,"12","78","Female","English"
"4596",,"7","71","Female","Other"
"4597",,"20","51","Male","English"
"4598","8.48999977111816","12","22","Female","English"
"4599",,"9","86","Male","English"
"4600","10.3599996566772","12","43","Female","English"
"4601","9.30000019073486","13.5","44","Female","English"
"4602","15","13","33","Male","English"
"4603","15.3599996566772","10.6000003814697","60","Male","English"
"4604","11","11","39","Female","English"
"4605","13.5100002288818","15.1000003814697","40","Male","English"
"4606","7.01999998092651","14.1000003814697","20","Male","English"
"4607","12.5","15.5","24","Female","English"
"4608",,"18","47","Female","English"
"4609","10.7200002670288","10","42","Female","Other"
"4610",,"10","66","Male","English"
"4611",,"8","79","Female","French"
"4612",,"11.5","27","Female","English"
"4613","6.25","10","16","Female","French"
"4614",,"13","66","Male","English"
"4615",,"7","85","Female","Other"
"4616","9","12.5","35","Male","English"
"4617",,"11","16","Female","English"
"4618","30.8199996948242","16","54","Female","English"
"4619","18.9599990844727","17","29","Female","English"
"4620","14.3999996185303","12.8000001907349","39","Female","English"
"4621","26.9899997711182","10","36","Male","English"
"4622",,"8","64","Male","Other"
"4623",,"8","69","Male","English"
"4624","15","4","53","Male","French"
"4625","22.0799999237061","20","45","Male","English"
"4626","9","12","19","Male","English"
"4627","12.8000001907349","17","55","Female","Other"
"4628",,"12","30","Female","English"
"4629","13.4399995803833","14","36","Female","English"
"4630","10.4499998092651","14.8000001907349","59","Female","French"
"4631",,"10","79","Female","English"
"4632",,"12","63","Female","Other"
"4633","10.75","12","32","Male","English"
"4634","14.1300001144409","13","32","Male","English"
"4635","14.75","12","32","Female","English"
"4636","6.69999980926514","8","38","Female","English"
"4637","14.8500003814697","15.5","36","Female","English"
"4638","24.8999996185303","16.8999996185303","33","Male","English"
"4639",,"8","61","Male","English"
"4640",,"12","31","Male","French"
"4641",,"15","86","Female","English"
"4642","12.8500003814697","12","33","Male","English"
"4643",,"16","76","Female","English"
"4644",,"16","73","Male","English"
"4645","15","13","25","Female","English"
"4646","8","14","28","Female","English"
"4647",,"11","70","Female","English"
"4648",,"13","64","Female","English"
"4649",,"12","54","Female","French"
"4650",,"12","70","Female","English"
"4651",,"19","39","Male","Other"
"4652",,"10","17","Male","English"
"4653","19","9","54","Female","English"
"4654","16","12.5","35","Male","English"
"4655","7","13","20","Male","English"
"4656","24","18","30","Male","English"
"4657","12.4700002670288","13.5","48","Female","Other"
"4658","6.94000005722046","17","23","Female","English"
"4659","8.5","13.5","57","Female","English"
"4660","22.5300006866455","16","42","Male","English"
"4661",,"3","66","Female","Other"
"4662",,"12","79","Male","English"
"4663","25.6000003814697","13","32","Male","English"
"4664",,"9","66","Female","Other"
"4665",,"12","67","Male","English"
"4666","9.53999996185303","14.1000003814697","60","Female","English"
"4667",,"9","48","Female","English"
"4668",,"17.5","32","Female","Other"
"4669",,"17.5","60","Male","English"
"4670","4.53000020980835","14.3000001907349","26","Female","English"
"4671",,"10","16","Female","English"
"4672","14.3999996185303","16.2999992370605","33","Male","English"
"4673","31.2000007629395","14","57","Female","English"
"4674",,"10.5","67","Female","English"
"4675","15.0500001907349","15.6000003814697","33","Female","English"
"4676","15.3599996566772","18","25","Male","French"
"4677","16","13","43","Female","English"
"4678","11.5",,"61","Female","English"
"4679",,"15","54","Female","English"
"4680","3.90000009536743","14.5","21","Male","Other"
"4681","8.17000007629395","12","42","Female","English"
"4682",,"12","70","Female","English"
"4683","25.7000007629395","16","35","Female","English"
"4684","9.32999992370605","11","17","Male","English"
"4685","17.2999992370605","12","24","Male","English"
"4686","3.83999991416931","14","28","Female","English"
"4687","13.789999961853","14","25","Male","English"
"4688",,"9","21","Female","English"
"4689",,"16","33","Female","Other"
"4690","12","9","52","Male","NA"
"4691","10.3199996948242","8.80000019073486","46","Female","Other"
"4692","6.90000009536743","10","16","Female","English"
"4693",,"9","28","Male","English"
"4694",,"12","74","Male","Other"
"4695","13.3999996185303","17","22","Female","French"
"4696","12","12.5","23","Male","English"
"4697",,"8.5","55","Male","English"
"4698","21.5","14","53","Female","English"
"4699","5.6399998664856","12.5","21","Male","English"
"4700","7","14","54","Female","English"
"4701",,,"77","Female","English"
"4702","9.5","12","45","Female","English"
"4703","24","12","40","Male","French"
"4704","6.86999988555908","13","20","Female","English"
"4705",,"13","54","Male","English"
"4706","28.7600002288818","13","59","Male","Other"
"4707","6.69999980926514",,"16","Female","NA"
"4708","7.5","12","21","Female","English"
"4709",,"9","38","Male","Other"
"4710","9.89999961853027","12","20","Female","English"
"4711",,"8","38","Male","Other"
"4712",,"17","45","Male","Other"
"4713","7.17999982833862",,"27","Male","English"
"4714",,"11","62","Male","English"
"4715",,"11","70","Female","English"
"4716","6.67999982833862","10","44","Female","English"
"4717",,"9","51","Male","English"
"4718","15.3599996566772","12.5","58","Female","English"
"4719",,"10","69","Female","English"
"4720","25","13.5","47","Male","English"
"4721","23.1000003814697","18","34","Male","English"
"4722","19.2000007629395","20","42","Female","English"
"4723","14","12","36","Male","English"
"4724",,"17","71","Female","English"
"4725","18.6399993896484","12.5","50","Female","English"
"4726",,"18","25","Male","English"
"4727",,,"36","Female","English"
"4728","25","12","40","Male","English"
"4729","16.25","9","35","Male","French"
"4730","18.1200008392334","15","35","Female","English"
"4731",,"8","66","Male","English"
"4732",,"7","76","Female","Other"
"4733","25.3400001525879","16","31","Male","English"
"4734","14.8500003814697","12","39","Female","English"
"4735",,"14","32","Male","Other"
"4736",,"13.3999996185303","31","Male","English"
"4737",,,"57","Male","NA"
"4738",,"12","37","Male","English"
"4739","14.6300001144409","18","63","Male","English"
"4740","9","14","21","Male","English"
"4741","6.5","15.5","20","Female","English"
"4742",,"14","34","Male","English"
"4743","6.75","13.6999998092651","18","Female","Other"
"4744",,"13","41","Male","Other"
"4745",,"5","75","Male","Other"
"4746",,"13","21","Female","English"
"4747","11.1700000762939","14","32","Female","English"
"4748","6.5","10","17","Female","English"
"4749",,"3","81","Female","French"
"4750",,"14","48","Male","English"
"4751","42.8800010681152","20","41","Female","English"
"4752",,"12.5","68","Female","English"
"4753","16.2999992370605","12","39","Male","English"
"4754","24.6900005340576",,"49","Male","English"
"4755","18.2000007629395","12","35","Male","English"
"4756",,"11.8999996185303","23","Female","English"
"4757","15.3299999237061","20","26","Male","English"
"4758",,"8","75","Male","English"
"4759","21.8799991607666","12.5","38","Female","English"
"4760",,"5","73","Female","Other"
"4761","21.5","11","42","Female","English"
"4762","17.0100002288818","12","44","Female","English"
"4763","14.5100002288818","14","35","Female","English"
"4764",,"10","70","Female","English"
"4765",,"4","71","Male","Other"
"4766",,"12","65","Female","Other"
"4767","7",,"16","Male","NA"
"4768","22.3999996185303","12.3000001907349","35","Male","English"
"4769",,"10","34","Female","English"
"4770","11.8599996566772","16","23","Female","English"
"4771",,"14","39","Male","English"
"4772","7.5","12","25","Female","English"
"4773","20","16","35","Female","Other"
"4774","10.0799999237061","11","28","Female","French"
"4775",,"11","67","Male","English"
"4776",,"12","50","Male","English"
"4777",,"12","40","Female","English"
"4778",,"10.6999998092651","37","Female","French"
"4779","10","13","48","Female","Other"
"4780",,"12","51","Male","English"
"4781",,"9","74","Male","English"
"4782",,"11","62","Female","English"
"4783","18.0200004577637","14","45","Male","English"
"4784",,"15","18","Female","English"
"4785","16.5799999237061","12","34","Female","English"
"4786","7.17999982833862","11","17","Male","English"
"4787","14.9499998092651","10.5","54","Male","Other"
"4788",,"12","66","Female","French"
"4789","19.1800003051758","18","30","Male","English"
"4790",,,"16","Female","NA"
"4791","8","12.1000003814697","20","Male","English"
"4792","17.7199993133545","12","32","Female","English"
"4793",,"9","16","Male","Other"
"4794",,"17","42","Male","English"
"4795","11.4399995803833","12","20","Male","English"
"4796",,"14","63","Female","Other"
"4797",,"9","68","Male","Other"
"4798","7","13","50","Female","English"
"4799","21.9400005340576","20","56","Female","Other"
"4800","8.14000034332275","8","28","Male","Other"
"4801","12","13.5","39","Female","English"
"4802","23.5","16","25","Male","English"
"4803",,"12","79","Female","Other"
"4804",,"10.5","63","Female","English"
"4805",,"8","45","Male","English"
"4806","11.8500003814697","11.3000001907349","23","Male","English"
"4807","24.3999996185303","18","45","Male","English"
"4808","14.6099996566772","12","44","Female","English"
"4809","8.64999961853027","12.1000003814697","27","Female","English"
"4810","13.8199996948242","11","40","Female","English"
"4811","10.960000038147","10.5","41","Female","Other"
"4812","9.5","9","24","Female","English"
"4813","16.5300006866455","12.5","45","Female","French"
"4814","11.1099996566772","12","37","Male","English"
"4815",,"10","87","Female","English"
"4816","24.9300003051758","16","49","Female","Other"
"4817","26.3999996185303","15","38","Male","English"
"4818","32.9099998474121","14","35","Male","English"
"4819",,"10","61","Female","English"
"4820","7.34999990463257","10","52","Female","English"
"4821",,"7","70","Female","Other"
"4822",,,"86","Female","English"
"4823","11.5","11","29","Female","English"
"4824","15","18","22","Female","English"
"4825","22.6499996185303","8","52","Male","French"
"4826",,"13","39","Male","English"
"4827","28.7999992370605","14","57","Male","English"
"4828","6.8899998664856","16.1000003814697","40","Female","English"
"4829","15.8299999237061","17","25","Male","English"
